# Type 1, Type 2, Tera Type, Score
ELC,FGT,GHT,53.9743453280
ICE,FGT,BUG,53.9644783798
ELC,RCK,WTR,53.9634405229
ICE,BUG,STL,53.9491439323
GRS,RCK,WTR,53.8936892711
GRD,GHT,WTR,53.8829587211
FGT,PSY,FIR,53.8691723884
GRD,DRK,WTR,53.8511838961
FGT,STL,DRK,53.8361091949
ICE,GRD,WTR,53.8312199313
FLY,PSY,ELC,53.7854247971
GRS,PSY,GHT,53.7841967581
WTR,GRD,BUG,53.7841774926
PSN,FLY,PSN,53.7827658286
GRD,BUG,FLY,53.7738234327
NRM,FGT,DRK,53.7720351498
FGT,GHT,DRK,53.7720351498
FGT,---,DRK,53.7720351498
WTR,ICE,PSY,53.7636199630
GRS,PSY,GRS,53.7515845282
FGT,RCK,RCK,53.7382326242
ELC,GRD,BUG,53.7194305045
ICE,RCK,ELC,53.6334106748
GRD,STL,PSY,53.6166750391
WTR,GRD,STL,53.6112399666
FGT,PSY,DRG,53.6088205904
GRS,RCK,NRM,53.5596033094
BUG,GHT,ELC,53.5595308641
GRD,PSY,STL,53.5589454662
BUG,DRK,ELC,53.5067815944
PSY,DRG,ELC,53.5048022730
NRM,GRD,STL,53.5019112523
GRD,---,STL,53.5019112523
GRD,BUG,PSN,53.4868480377
WTR,FLY,GHT,53.3937835555
BUG,STL,BUG,53.3316282846
ICE,GHT,ELC,53.3249467088
WTR,ELC,FLY,53.3067659925
GRS,ICE,GHT,53.3034749078
ICE,DRK,ELC,53.2931718837
GRD,DRG,PSN,53.2505657066
GRS,RCK,FLY,53.1750126914
ICE,PSY,DRK,53.1325430939
WTR,FGT,---,53.0331656602
GRD,DRG,BUG,53.0247606510
GRS,PSY,BUG,53.0230785807
ELC,ICE,STL,52.9641333457
FGT,PSN,STL,52.9588902192
NRM,STL,STL,52.9458008295
STL,---,STL,52.9458008295
ELC,PSN,PSN,52.9214399228
GRD,RCK,FIR,52.9081069318
GRD,BUG,WTR,52.8943304114
PSY,DRG,WTR,52.8884699160
GHT,STL,---,52.8685527152
WTR,FGT,GHT,52.8648939828
FLY,DRG,WTR,52.7819362979
ELC,DRK,FLY,52.7749203027
ELC,GRD,FIR,52.7548292792
GRS,FLY,BUG,52.7508074587
FIR,ICE,FLY,52.7047893755
ELC,GHT,FLY,52.6955641373
BUG,DRK,FGT,52.6934309841
BUG,GHT,FGT,52.6873041345
ELC,FGT,DRG,52.6612096378
PSN,DRK,FGT,52.6406161080
PSN,GHT,FGT,52.6344892584
WTR,BUG,ELC,52.6305833506
WTR,FLY,---,52.6293244626
FIR,GRS,PSY,52.6127497485
ICE,RCK,FLY,52.5561541636
FLY,RCK,GHT,52.5549717414
FIR,ICE,NRM,52.5524820320
WTR,ELC,GRD,52.5486742465
WTR,ICE,FLY,52.5382651933
FIR,WTR,DRK,52.5083767268
FIR,PSY,GHT,52.4767984459
GRD,FLY,PSY,52.4654243341
ICE,STL,PSY,52.4314000164
ICE,RCK,NRM,52.4264257737
ELC,GRS,GRD,52.4261179118
ICE,PSY,BUG,52.3612571343
PSN,GRD,PSY,52.3545705580
ELC,DRG,GRD,52.3166098386
FGT,PSY,FLY,52.2780990915
ICE,BUG,ELC,52.2619448201
PSY,STL,ELC,52.2497042144
ICE,PSY,FLY,52.2439636768
ICE,PSN,PSN,52.2139034401
RCK,DRK,STL,52.1785705958
WTR,DRK,FLY,52.1111862316
BUG,DRG,ELC,52.1022218886
RCK,GHT,STL,52.0791065909
BUG,RCK,STL,52.0735353743
ELC,BUG,FGT,52.0733339577
ICE,FLY,BUG,52.0573348779
ELC,ICE,WTR,52.0527608684
PSN,GHT,PSN,52.0520186586
PSN,DRK,PSN,52.0461270053
WTR,GHT,FLY,52.0318300662
ELC,PSN,FGT,52.0205190816
ELC,DRG,WTR,52.0117397380
FIR,DRG,WTR,52.0045283373
FIR,WTR,GRD,51.9751462594
GHT,DRK,GRD,51.9639447682
GRS,GHT,WTR,51.9566500168
GHT,STL,GRD,51.9437094562
FGT,BUG,FLY,51.9343856480
ELC,BUG,FLY,51.9254579344
GRS,DRK,WTR,51.9248751917
DRK,STL,GRD,51.9119346312
RCK,STL,FGT,51.9017949048
ICE,RCK,WTR,51.8995046751
GRS,ICE,WTR,51.8957327837
PSN,GHT,GRD,51.8845886028
NRM,GHT,GRD,51.8845886028
GHT,---,GRD,51.8845886028
NRM,RCK,FGT,51.8723222758
RCK,---,FGT,51.8723222758
PSN,DRK,GRD,51.8528137778
NRM,DRK,GRD,51.8528137778
DRK,---,GRD,51.8528137778
FIR,GRS,GRD,51.8435344484
FIR,RCK,ELC,51.7913710990
RCK,DRG,WTR,51.7746827046
FIR,DRG,GRD,51.7340263751
FIR,PSY,BUG,51.7186299218
BUG,DRG,FGT,51.6684147148
ELC,FLY,GHT,51.6539415389
ICE,DRK,NRM,51.6222958464
PSN,DRG,FGT,51.6155998387
ICE,GHT,PSY,51.5706517232
WTR,ELC,PSY,51.5597516608
WTR,BUG,DRK,51.5531182099
BUG,DRK,STL,51.5476113626
ICE,BUG,PSY,51.5458852455
ICE,GHT,NRM,51.5429396810
ICE,DRK,PSY,51.5327500486
FGT,DRK,ICE,51.5215063500
BUG,GHT,STL,51.4691218024
FGT,GHT,ICE,51.4421501846
PSY,DRK,FIR,51.4413432284
RCK,DRK,RCK,51.4218856978
PSY,GHT,FIR,51.4208631822
FIR,WTR,GHT,51.4165000198
RCK,GHT,RCK,51.3754653168
GRS,PSN,PSN,51.3514041315
ELC,FLY,---,51.3073214290
BUG,RCK,RCK,51.2900968142
WTR,BUG,FLY,51.2740977693
GRD,PSY,WTR,51.2466558971
GRD,DRK,GHT,51.2250176887
NRM,GRD,GHT,51.2040432441
FGT,BUG,PSY,51.2029686076
FGT,GHT,FIR,51.1920584389
GRD,---,GHT,51.1913215549
GRD,DRK,ICE,51.1893686006
BUG,STL,GRD,51.1872050016
ICE,PSY,FIR,51.1848329519
FGT,DRK,FIR,51.1602836139
GRD,STL,NRM,51.1387303221
PSN,BUG,GRD,51.1280841481
NRM,BUG,GRD,51.1280841481
BUG,---,GRD,51.1280841481
GRD,GHT,ICE,51.1100124352
FGT,GHT,DRG,51.0838820731
FGT,DRK,DRG,51.0521072481
FIR,GRS,STL,51.0230876794
GRS,PSN,GRS,50.9957235191
ICE,FGT,FIR,50.9706784862
FIR,GRS,BUG,50.9655394738
WTR,FGT,DRG,50.9391858618
GRS,BUG,WTR,50.8812284985
GRS,FLY,ELC,50.8787751610
BUG,STL,ELC,50.8312803339
NRM,BUG,BUG,50.8081067994
PSN,BUG,BUG,50.8024264904
ELC,FLY,STL,50.7949138035
NRM,STL,NRM,50.7912645892
GRD,BUG,ICE,50.7718922664
FGT,DRG,PSY,50.7668159919
GRS,FLY,DRG,50.7277783921
GRS,ICE,STL,50.7119054882
NRM,FLY,NRM,50.7117134829
ELC,ICE,GHT,50.6823485690
PSY,BUG,FIR,50.6716897387
WTR,FGT,STL,50.5502367711
BUG,---,BUG,50.5208318765
FIR,GRS,NRM,50.4901345675
NRM,FGT,STL,50.4750241156
FGT,---,STL,50.4750241156
BUG,RCK,DRK,50.4619387311
WTR,PSY,GHT,50.4360325945
WTR,GHT,ELC,50.3941866523
WTR,DRK,ELC,50.3624118273
FIR,FGT,NRM,50.3540799765
FIR,ICE,BUG,50.3199911618
NRM,DRG,NRM,50.3165400935
ELC,DRG,STL,50.2908154999
RCK,DRG,ELC,50.2628754270
FIR,ELC,DRK,50.2516686820
PSY,RCK,PSN,50.2108230987
FGT,FLY,NRM,50.1591526791
GRS,DRK,STL,50.1424176989
GRS,DRG,DRK,50.1409489071
FLY,PSY,WTR,50.0841069356
WTR,GRD,FLY,50.0590244603
ICE,BUG,NRM,50.0484971780
GRS,GHT,STL,50.0429536940
GRD,STL,BUG,50.0344824594
FIR,RCK,WTR,49.9972307013
BUG,GHT,WTR,49.9749444624
GHT,DRG,ELC,49.9535768757
GRS,DRG,FLY,49.9405467838
GHT,DRG,WTR,49.9398452726
GRS,BUG,STL,49.9384624581
BUG,DRK,WTR,49.9221951928
DRG,DRK,ELC,49.9218020507
DRG,DRK,WTR,49.9080704476
GRD,STL,---,49.9019559726
FIR,DRG,STL,49.8879080741
FIR,RCK,GRD,49.8699047285
WTR,ICE,GHT,49.8560717924
FIR,WTR,PSY,49.8458637816
PSY,RCK,FIR,49.8182891442
RCK,DRK,FLY,49.8149470840
FGT,BUG,NRM,49.8024305270
ELC,RCK,GRD,49.7769074026
PSN,GRD,NRM,49.7669883142
WTR,RCK,DRK,49.7645378781
RCK,GHT,FLY,49.7355909186
FIR,ELC,GHT,49.7325682383
FIR,ELC,GRD,49.7322138266
NRM,GRD,PSY,49.7152561228
GRD,---,PSY,49.7152561228
ELC,STL,---,49.7094170351
DRK,STL,FGT,49.7086656304
GHT,STL,FGT,49.7025387808
GHT,DRK,FGT,49.6968011870
PSY,STL,GRD,49.6563433183
RCK,STL,GRD,49.6485845077
NRM,DRK,FGT,49.6445463158
DRK,---,FGT,49.6445463158
PSN,GRD,DRG,49.6415767389
PSN,RCK,GRD,49.6401985361
NRM,RCK,GRD,49.6401985361
RCK,---,GRD,49.6401985361
NRM,GHT,FGT,49.6384194662
GHT,---,FGT,49.6384194662
FIR,GRD,WTR,49.6200588840
GRS,GRD,WTR,49.6042979665
PSN,PSY,GRD,49.5972224649
NRM,PSY,GRD,49.5972224649
PSY,---,GRD,49.5972224649
FGT,FLY,FIR,49.5931768865
FLY,DRK,STL,49.5760564346
GRD,STL,PSN,49.5672228390
GRD,DRG,FLY,49.5364267659
FGT,RCK,FIR,49.4835025132
FLY,GHT,STL,49.4765924298
PSY,STL,WTR,49.3789728595
WTR,PSN,PSN,49.3533643268
ELC,BUG,DRK,49.3010152681
FLY,STL,WTR,49.2733510543
FIR,BUG,FGT,49.2698906264
ICE,RCK,RCK,49.2671194874
FIR,PSN,FGT,49.2371425938
FIR,STL,FGT,49.2340505976
FGT,DRG,NRM,49.2129241141
NRM,FIR,FGT,49.1753619592
FIR,---,FGT,49.1753619592
ELC,STL,FGT,49.1280833787
RCK,DRG,RCK,49.1199924804
FGT,GHT,PSN,49.1153003245
FGT,DRK,PSN,49.1008814079
FGT,GRD,GRS,49.0499183317
DRG,DRK,STL,49.0255604517
NRM,ELC,FGT,49.0244492895
ELC,---,FGT,49.0244492895
BUG,RCK,FLY,49.0108691896
BUG,RCK,NRM,48.9777754453
GRS,RCK,GRS,48.9633897565
GHT,DRG,STL,48.9260964468
WTR,RCK,GHT,48.9144304991
GRS,STL,GRS,48.8762045774
GRS,FGT,PSN,48.8612086627
NRM,GRS,GRS,48.8584285656
BUG,DRG,STL,48.8530978105
BUG,DRG,WTR,48.8326488903
GRD,RCK,ICE,48.8257521900
WTR,GRS,GRS,48.8012053591
ELC,GRS,GRS,48.7695258501
GRS,BUG,PSY,48.7495554605
FIR,GRD,ICE,48.7443285056
FIR,RCK,STL,48.7415385984
DRG,STL,FGT,48.7333691786
ELC,PSY,GHT,48.7311706782
GRS,---,GRS,48.7070867436
GHT,STL,ELC,48.6969925154
FGT,GHT,PSY,48.6882001752
DRK,STL,ELC,48.6652176904
NRM,PSY,NRM,48.6573820380
FGT,DRK,PSY,48.6502985006
NRM,DRG,FGT,48.6297350894
DRG,---,FGT,48.6297350894
FGT,FLY,---,48.5909222328
FIR,GRS,ELC,48.5457569038
ICE,GHT,FIR,48.5225338229
FIR,STL,ELC,48.5186533829
GRS,RCK,DRG,48.5140036036
ICE,DRK,FIR,48.4907589979
ELC,GRS,DRK,48.4879342798
ELC,STL,WTR,48.4773853390
ELC,RCK,STL,48.4521501775
ELC,PSY,STL,48.4474542508
GRS,STL,---,48.4428105378
PSN,STL,PSN,48.4258826624
GRS,ICE,NRM,48.3764301563
WTR,GRS,DRK,48.3618308975
GRS,DRG,PSY,48.3614420377
ICE,STL,GHT,48.3361016357
FIR,ELC,PSY,48.3036159841
PSN,DRG,PSN,48.2809559688
ELC,FGT,ICE,48.2645403872
GRS,FGT,ICE,48.2586900000
ELC,GRS,FLY,48.2580174557
FGT,STL,---,48.1934845253
PSY,RCK,RCK,48.1881087819
PSN,PSY,ELC,48.1324552358
FGT,FLY,GRS,48.1278957327
FIR,PSY,STL,48.1045068631
GRS,GRD,ICE,48.0889075667
GRS,PSY,DRK,48.0808829083
ELC,GRD,ICE,48.0637324546
PSN,BUG,PSN,48.0519662832
GRD,BUG,GRS,48.0456570652
FGT,GHT,GRS,48.0260244847
FGT,DRK,GRS,47.9942496597
FGT,DRG,PSN,47.9626764051
FIR,GRS,FLY,47.9495064893
WTR,GRD,FIR,47.9164363767
GRS,BUG,NRM,47.9155521050
GRS,GRD,FIR,47.8935648959
GRS,PSY,ELC,47.8918319595
WTR,GRS,FLY,47.8559421543
PSN,GRD,FIR,47.8517987682
GRD,RCK,FLY,47.8418135228
GRD,STL,FIR,47.8319557170
ICE,RCK,STL,47.8114582751
NRM,GRD,FIR,47.8101803553
GRD,---,FIR,47.8101803553
PSN,FLY,ELC,47.8057429654
ICE,PSY,STL,47.7934299734
NRM,FLY,ELC,47.7900985599
ELC,DRG,FLY,47.7788645000
ICE,DRG,DRK,47.7668776466
WTR,ELC,GHT,47.7615802883
ICE,FLY,DRK,47.7547737607
WTR,RCK,PSY,47.7375705313
ICE,PSN,DRK,47.7064967257
NRM,ICE,DRK,47.6464611216
ICE,GHT,DRK,47.6464611216
ICE,---,DRK,47.6464611216
ICE,FLY,STL,47.6426911552
FIR,FGT,FLY,47.6368139516
GRS,PSY,DRG,47.5790618724
FIR,FGT,GHT,47.5592047248
GRS,PSY,FLY,47.5446241109
GRD,DRG,WTR,47.5329792306
ICE,DRG,FLY,47.5232692958
ICE,STL,FLY,47.4246281324
FGT,GHT,BUG,47.4198429512
NRM,ICE,FLY,47.4162421608
ICE,PSN,FLY,47.4162421608
ICE,---,FLY,47.4162421608
FIR,RCK,DRK,47.3967349230
NRM,FGT,FLY,47.3944342551
FGT,STL,FLY,47.3944342551
FGT,PSN,FLY,47.3944342551
FGT,---,FLY,47.3944342551
FLY,---,ELC,47.3692070158
FGT,DRK,BUG,47.3670936815
GRS,RCK,RCK,47.3352673702
WTR,RCK,RCK,47.3283546052
WTR,DRG,DRK,47.3000697104
PSY,DRK,STL,47.2898959546
WTR,GRS,GRD,47.2694816269
RCK,STL,RCK,47.2642596697
FLY,DRK,FIR,47.2463717930
RCK,DRK,NRM,47.2393977663
ELC,RCK,DRK,47.2228968588
WTR,STL,GRD,47.2088573516
WTR,PSN,GRD,47.2004713800
NRM,WTR,GRD,47.2004713800
WTR,---,GRD,47.2004713800
GRS,BUG,DRG,47.1977730854
PSY,GHT,STL,47.1904319498
ICE,BUG,FIR,47.1902332765
FLY,GHT,FIR,47.1670156275
RCK,GHT,NRM,47.1600416009
WTR,FLY,DRG,47.1573943611
WTR,DRG,FLY,47.1284219176
PSY,BUG,STL,47.1132726360
GRS,STL,GRD,47.0923144361
RCK,GHT,FIR,47.0660632576
RCK,DRK,FIR,47.0342884326
NRM,GRS,GRD,47.0331935827
GRS,PSN,GRD,47.0331935827
GRS,---,GRD,47.0331935827
GRD,FLY,GRS,47.0224790383
WTR,FGT,BUG,47.0019882228
DRG,STL,GRD,46.9828063629
ICE,FLY,FIR,46.9800563159
GRD,DRG,---,46.9553980831
FLY,BUG,STL,46.9511495312
FIR,WTR,NRM,46.9266449778
PSN,DRG,GRD,46.9236855094
NRM,DRG,GRD,46.9236855094
DRG,---,GRD,46.9236855094
ELC,FGT,BUG,46.9114844700
FGT,PSY,NRM,46.8994679422
FIR,FLY,BUG,46.8796786917
NRM,PSN,NRM,46.7869153951
FGT,DRG,GHT,46.7844317149
WTR,ICE,ELC,46.7038110253
GRD,GHT,GRS,46.6841253359
GRD,DRK,GRS,46.6523505109
GRS,STL,DRK,46.6494161791
DRG,DRK,FLY,46.6271918975
ELC,GRS,PSY,46.5574925760
ELC,RCK,GHT,46.5506080860
GHT,DRG,FLY,46.5478357321
FIR,FLY,GHT,46.5391467891
GRS,BUG,ELC,46.4841765739
ELC,PSN,STL,46.4762409255
GRD,PSY,NRM,46.4725493322
FLY,BUG,FIR,46.4560512576
GRD,DRK,---,46.4508684081
GRD,GHT,---,46.4368545475
ICE,FLY,PSY,46.4238975239
GHT,STL,WTR,46.4237007022
BUG,DRK,FLY,46.4227583210
GRD,---,NRM,46.4155151183
PSY,RCK,BUG,46.4113274719
DRK,STL,WTR,46.3919258772
ICE,DRG,PSY,46.3771252906
GRD,STL,DRG,46.3695806849
BUG,GHT,FLY,46.3643766002
ICE,FGT,GRS,46.3458995599
BUG,RCK,FIR,46.3369549606
FIR,RCK,GHT,46.3193576738
GRS,RCK,STL,46.3179611412
ICE,PSN,PSY,46.3167443697
FIR,RCK,RCK,46.2890608663
NRM,GRD,DRG,46.2856822599
GRD,---,DRG,46.2856822599
NRM,ICE,PSY,46.2567087655
ICE,---,PSY,46.2567087655
FGT,DRG,BUG,46.2485182485
FLY,RCK,RCK,46.2482512926
GRS,DRK,NRM,46.2334762783
ELC,RCK,RCK,46.2297082083
PSN,RCK,RCK,46.2037605286
NRM,RCK,RCK,46.2037605286
RCK,---,RCK,46.2037605286
PSY,DRG,FIR,46.1956819595
GRS,GHT,PSY,46.1914753760
PSN,GRD,BUG,46.1552622054
GRS,GHT,NRM,46.1541201129
GRS,DRK,PSY,46.1535737014
NRM,GRD,BUG,46.1371125528
GRD,---,BUG,46.1371125528
RCK,DRG,DRK,46.1307819750
FGT,GRD,---,46.1258529080
FIR,FGT,PSY,46.1090029466
WTR,GRS,PSY,46.0762158141
WTR,BUG,PSY,46.0464083309
FGT,FLY,PSY,46.0451593892
FGT,PSY,GRS,45.9863943215
ELC,FLY,DRG,45.9599360840
FGT,PSN,PSY,45.9343056131
FGT,DRG,FIR,45.9094232457
PSY,GHT,BUG,45.8578063164
PSY,DRK,BUG,45.8573119180
BUG,DRG,FLY,45.7413688731
FIR,ELC,FLY,45.7398270181
FIR,FGT,PSN,45.7209793709
FGT,RCK,ICE,45.7180703269
ICE,STL,WTR,45.7154510697
WTR,GRD,PSN,45.7123079630
GRD,BUG,---,45.6862192865
FGT,PSY,ICE,45.6445956674
WTR,DRG,PSY,45.6354431868
FIR,RCK,PSY,45.6300565893
GRS,DRG,WTR,45.6235497052
FIR,FGT,ICE,45.6183983258
WTR,FGT,PSN,45.6054071911
BUG,RCK,PSY,45.6041572977
GRS,RCK,BUG,45.5891133313
RCK,DRG,GHT,45.5783511323
FLY,RCK,FIR,45.5715616682
ELC,RCK,PSY,45.5713823415
ELC,RCK,FLY,45.5647014032
FLY,DRK,BUG,45.5608059051
NRM,GRD,PSN,45.5553170597
GRD,---,PSN,45.5553170597
WTR,PSY,BUG,45.5497461232
WTR,ICE,STL,45.5436565937
GRS,FLY,DRK,45.5279827718
FGT,FLY,ICE,45.5206372654
FIR,PSN,ELC,45.5188609374
FLY,GHT,BUG,45.5024241843
ELC,ICE,NRM,45.4874336282
PSY,DRK,---,45.4728654675
GRS,PSN,DRK,45.4618260627
NRM,FIR,ELC,45.4570803027
FIR,---,ELC,45.4570803027
WTR,RCK,FLY,45.4239882945
ELC,PSY,BUG,45.4180474533
ELC,PSY,FLY,45.3434167686
BUG,STL,WTR,45.3210629349
FGT,BUG,ICE,45.3117924164
GRD,FLY,ICE,45.2823886334
PSN,DRK,STL,45.2780346650
WTR,FLY,BUG,45.2711377075
FIR,GRS,DRG,45.2660997802
FIR,FGT,DRG,45.2357407068
RCK,DRG,STL,45.2118215906
WTR,PSY,DRK,45.1854407325
ICE,GRD,GRS,45.1791846951
PSN,GHT,STL,45.1785706601
ELC,FLY,BUG,45.1296999152
RCK,DRG,PSY,45.1254200458
FIR,WTR,FLY,45.0964945071
GRS,FGT,---,45.0440178951
GRS,GHT,BUG,45.0356092607
ELC,DRG,DRK,45.0327465243
ELC,STL,GRD,45.0205431348
ICE,RCK,BUG,45.0004389120
FGT,GRD,RCK,44.9979121716
NRM,ELC,GRD,44.9829411538
ELC,PSN,GRD,44.9829411538
ELC,---,GRD,44.9829411538
GRS,DRK,BUG,44.9828599910
GRS,GHT,DRG,44.9632001178
ICE,STL,ELC,44.9327613888
GRS,DRK,DRG,44.9314252928
FGT,BUG,DRG,44.8884627178
PSN,RCK,ELC,44.8702275782
FIR,BUG,DRK,44.8528584963
WTR,PSY,FIR,44.8488696228
WTR,BUG,STL,44.8478372026
NRM,PSY,ELC,44.8261739791
PSY,---,ELC,44.8261739791
RCK,DRG,FLY,44.7670174614
WTR,RCK,ELC,44.7576821186
ELC,PSY,PSN,44.7517321205
GRS,STL,PSY,44.7501095159
WTR,ICE,NRM,44.7449746691
PSY,DRG,BUG,44.7229463228
GRD,PSY,GRS,44.7122809305
GRD,STL,ICE,44.6985443726
GRS,RCK,ELC,44.6908551169
WTR,PSY,FLY,44.6899375632
FLY,RCK,PSN,44.6814173605
PSY,RCK,DRG,44.6759530014
RCK,STL,ELC,44.6541191935
ICE,PSY,DRG,44.6494777421
ELC,PSY,FIR,44.6471688284
FIR,DRK,FLY,44.6108172481
PSN,GHT,ELC,44.5762747825
NRM,---,NRM,44.5754259523
PSN,DRK,ELC,44.5444999575
FIR,GHT,FLY,44.5314610827
WTR,FGT,FIR,44.5250497098
ELC,BUG,PSY,44.5049847049
FLY,DRG,GHT,44.4895704519
WTR,BUG,NRM,44.4811076302
FIR,PSY,PSN,44.4764872021
FIR,STL,GRD,44.4594785438
ICE,FLY,DRG,44.4584438603
PSN,PSY,WTR,44.4567281075
NRM,PSY,WTR,44.4567281075
PSY,---,WTR,44.4567281075
FLY,DRG,BUG,44.4471760155
ICE,GHT,BUG,44.4294496535
ELC,FGT,FIR,44.4143620693
FIR,ELC,NRM,44.4114994490
NRM,FIR,GRD,44.4003576904
FIR,PSN,GRD,44.4003576904
FIR,---,GRD,44.4003576904
ICE,DRK,BUG,44.3767003838
PSN,FLY,WTR,44.3536936747
NRM,FLY,WTR,44.3536936747
FLY,---,WTR,44.3536936747
FLY,DRK,DRG,44.3363343368
BUG,RCK,DRG,44.3295432523
ELC,FLY,PSN,44.3286446891
GRS,GHT,ELC,44.3222466769
GRS,DRK,ELC,44.2904718518
FIR,FGT,BUG,44.2578707391
FLY,GHT,DRG,44.2569781714
PSY,DRK,FLY,44.2568785213
PSY,GHT,FLY,44.1775223559
FIR,DRK,NRM,44.1667025261
GRS,ICE,BUG,44.1373734899
FGT,DRG,GRS,44.1354268623
GRS,GRD,---,44.1236371940
ELC,STL,DRK,44.1072407775
FGT,RCK,BUG,44.1055059190
ELC,GRS,STL,44.0936668433
PSY,RCK,DRK,44.0911203105
FIR,GHT,NRM,44.0873463607
ELC,DRG,PSY,44.0825802480
FGT,BUG,GRS,44.0796925775
ELC,ICE,BUG,44.0712578078
WTR,ELC,STL,44.0692405126
GRD,STL,WTR,44.0471752912
WTR,PSY,DRG,44.0115027531
NRM,ELC,STL,43.9659239273
ELC,---,STL,43.9659239273
GRS,DRG,BUG,43.9511566981
FGT,PSN,NRM,43.9420557895
GRS,DRG,GHT,43.8661570434
FGT,BUG,FIR,43.8368916330
FIR,BUG,FLY,43.7853629875
WTR,STL,DRK,43.7750168123
FIR,FLY,---,43.7576423241
BUG,STL,---,43.7458404199
BUG,GHT,FIR,43.7390139234
FIR,FLY,STL,43.7320937046
WTR,BUG,DRG,43.7279860267
WTR,RCK,NRM,43.7211672555
GRS,FLY,STL,43.7144120909
FIR,GHT,BUG,43.7138118714
FIR,WTR,STL,43.7088954836
BUG,DRK,FIR,43.6862646537
FIR,DRK,BUG,43.6610626018
ELC,GRS,WTR,43.6554385828
FIR,PSN,STL,43.6359461630
GRS,FLY,PSY,43.6241114261
NRM,FIR,STL,43.6055788983
FIR,---,STL,43.6055788983
NRM,ELC,WTR,43.5324068300
ELC,PSN,WTR,43.5324068300
ELC,---,WTR,43.5324068300
PSY,BUG,DRG,43.5269084499
NRM,FIR,WTR,43.5251954293
FIR,PSN,WTR,43.5251954293
GRS,PSN,PSY,43.5132576499
DRG,STL,---,43.5107039232
GHT,DRG,FIR,43.5101638742
PSN,BUG,ELC,43.4865766855
DRG,DRK,FIR,43.4783890492
WTR,GHT,PSY,43.4658886304
FIR,DRG,DRK,43.4503375752
GRS,RCK,PSN,43.4473412810
ICE,PSY,PSN,43.4410559220
PSY,RCK,STL,43.4389090103
WTR,DRK,PSY,43.4279869558
RCK,STL,WTR,43.4234863741
NRM,BUG,ELC,43.4212419471
BUG,---,ELC,43.4212419471
FIR,WTR,BUG,43.4036948205
FIR,ELC,BUG,43.3959339398
FGT,STL,PSY,43.3840426479
PSY,BUG,FLY,43.3804806091
ICE,DRG,STL,43.3753662198
PSN,RCK,WTR,43.3692582505
NRM,RCK,WTR,43.3692582505
RCK,---,WTR,43.3692582505
FLY,BUG,DRG,43.3273283899
ICE,PSN,STL,43.3145589288
NRM,FGT,PSY,43.3135252585
WTR,DRG,ELC,43.2990416284
NRM,ICE,STL,43.2943967071
ICE,---,STL,43.2943967071
BUG,STL,FGT,43.2829527476
FLY,STL,GHT,43.2537480621
PSN,STL,FGT,43.2301378715
PSN,BUG,FGT,43.2288816810
WTR,ELC,DRG,43.2096989327
NRM,PSN,PSN,43.1926884201
FGT,---,PSY,43.1831142088
NRM,BUG,FGT,43.1793186584
BUG,---,FGT,43.1793186584
NRM,PSN,FGT,43.1265037823
PSN,---,FGT,43.1265037823
GRS,DRG,STL,43.1235618117
RCK,GHT,PSY,43.0188993661
WTR,ELC,NRM,43.0101356819
ICE,FLY,PSN,43.0087310660
RCK,DRK,PSY,42.9809976915
FIR,STL,WTR,42.9724224406
FIR,---,WTR,42.9377779238
ELC,PSY,DRK,42.9331554669
PSN,---,PSN,42.9258059996
GRD,DRG,GRS,42.9174835312
WTR,DRK,STL,42.8826191606
ELC,PSY,DRG,42.8490245762
RCK,DRK,ICE,42.8420849703
ICE,STL,NRM,42.8317817512
FIR,RCK,FLY,42.8079987579
WTR,GHT,STL,42.8032629951
ELC,STL,PSY,42.8013971387
NRM,DRK,STL,42.7793025752
GHT,DRK,STL,42.7793025752
DRK,---,STL,42.7793025752
RCK,GHT,ICE,42.7627288049
FIR,DRK,ICE,42.7606612859
WTR,DRK,NRM,42.7536473297
FLY,DRK,---,42.7260725460
BUG,DRG,FIR,42.6891054043
WTR,FLY,DRK,42.6871035751
FIR,DRG,BUG,42.6819720943
FIR,GHT,ICE,42.6813051204
NRM,GHT,STL,42.6798385704
GHT,---,STL,42.6798385704
WTR,GHT,NRM,42.6742911643
GRS,STL,FLY,42.6693452462
NRM,GRS,FLY,42.6609592746
GRS,PSN,FLY,42.6609592746
GRS,---,FLY,42.6609592746
FLY,PSY,BUG,42.6485303284
FIR,BUG,NRM,42.6414202627
WTR,PSN,DRK,42.6209468660
FLY,DRG,STL,42.5958370568
PSN,BUG,STL,42.5892174055
ELC,BUG,DRG,42.5798874195
NRM,BUG,STL,42.5734456897
BUG,---,STL,42.5734456897
FIR,DRG,GHT,42.5710041655
ICE,FLY,---,42.5627166901
NRM,GRS,DRK,42.5246785634
GRS,GHT,DRK,42.5246785634
GRS,---,DRK,42.5246785634
FIR,GRD,FLY,42.4999275271
GRD,DRK,RCK,42.4449380446
BUG,DRG,DRK,42.4297364032
FIR,DRG,PSY,42.4029797923
PSY,RCK,FLY,42.3882670504
BUG,RCK,ICE,42.3859166644
GRD,GHT,RCK,42.3655818792
GRD,PSY,FLY,42.3300572730
FIR,BUG,ICE,42.3044929799
GRD,STL,FLY,42.3035364480
PSN,GRD,FLY,42.2951504764
NRM,GRD,FLY,42.2951504764
GRD,---,FLY,42.2951504764
GRD,BUG,RCK,42.2719225873
FLY,RCK,DRG,42.2690922541
